"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT09"
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-19","11.41"," 2258"," 2257","0.00","44","53","34","    0","  260","  260","21.9","28.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-20","18.57"," 1739"," 1739","0.01","31","35","27","    0","  260","  260","30.0","36.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-21","15.21"," 0810"," 0615","0.00","31","34","27","    0","  290","  280","28.0","36.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-22","16.55"," 1042"," 1132","0.00","27","30","23","    0","  290","  280","29.1","33.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-23","13.87"," 1424"," 1232","0.00","26","34","18","    0","  270","  270","23.0","30.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-24","9.40"," 2224"," 2132","0.00","23","32","14","    0","   10","   30","17.9","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-25","13.20"," 0915"," 2244","0.01","25","28","22","    0","  330","  290","17.9","21.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-26","10.29"," 0339"," 0339","0.00","21","27","14","    0","  280","  280","21.0","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-27","8.72"," 2145"," 2354","0.00","23","33","13","    0","  220","  230","16.1","17.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-28","7.16"," 0039"," 0039","0.00","26","33","19","    0","  240","  240","16.1","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-29","7.16"," 2219"," 2219","0.00","32","43","20","    0","  170","  180","16.1","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-30","14.54"," 1637"," 0930","0.00","47","59","34","    0","  280","  190","21.9","29.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2002-12-31","8.28"," 0452"," 0452","0.00","30","39","20","    0","  320","  310","17.0","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-01","14.99"," 0801"," 0923","0.00","27","33","20","    0","   50","   50","28.0","32.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-02","12.08"," 0402"," 0209","0.00","29","30","27","    0","   60","   70","19.9","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-03","6.71"," 1339"," 0223","0.00","26","34","17","    0","  320","  330","14.1","16.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-04","6.93"," 1326"," 1651","0.04","24","34","14","    0","  180","  170","16.1","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-05","4.70"," 2247"," 2246","0.04","31","32","29","    0","  340","  340","15.0","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-06","10.51"," 1130"," 1129","0.01","27","32","21","    0","  350","  360","21.9","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-07","16.78"," 1315"," 0949","0.00","33","42","23","    0","  260","  260","28.0","34.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-08","12.75"," 1427"," 1534","0.00","41","53","28","    0","  240","  260","21.9","28.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-09","15.88"," 1210"," 1153","0.00","33","39","27","    0","  290","  300","29.1","34.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-10","14.99"," 1504"," 1231","0.00","19","27","11","    0","  310","  320","25.1","31.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-11","13.42"," 1239"," 1420","0.00","13","19","6","    0","  300","  290","23.9","30.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-12","12.08"," 2008"," 2000","0.00","19","32","5","    0","  220","  230","25.1","31.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-13","11.18"," 0026"," 0021","0.00","23","29","17","    0","  250","  240","21.0","25.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-14","11.86"," 1635"," 1629","0.00","13","18","7","    0","  290","  280","19.9","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-15","8.72"," 0125"," 0125","0.00","11","20","2","    0","  310","  320","17.9","23.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-16","8.28"," 1449"," 1459","0.00","19","25","12","    0","  310","  310","17.0","21.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-17","11.41"," 2350"," 0625","0.00","15","21","8","    0","  230","  360","17.0","23.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-18","12.30"," 1413"," 1606","0.00","13","22","4","    0","  300","  320","19.9","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-19","13.20"," 1454"," 1453","0.00","13","27","-1","    0","  240","  230","23.9","29.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-20","8.72"," 1313"," 0306","0.00","17","21","12","    0","  320","  350","14.1","17.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-21","8.05"," 0954"," 0123","0.00","10","17","3","    0","   10","  360","15.0","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-22","11.41"," 2347"," 2347","0.00","0","14","2","    0","  360","   10","19.9","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-23","12.08"," 1326"," 1326","0.00","0","11","-5","    0","  320","  320","21.0","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-24","11.41"," 2348"," 2305","0.00","0","17","-1","    0","  240","  220","17.9","23.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-25","13.20"," 2133"," 2132","0.00","24","34","13","    0","  330","  330","21.9","25.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-26","12.75"," 0218"," 0610","0.00","0","18","-4","    0","  360","  360","23.0","28.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-27","10.74"," 1420"," 1433","0.00","0","19","-8","    0","  180","  190","23.9","29.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-28","6.71"," 2359"," 2359","0.17","25","31","18","    0","   10","  360","15.0","17.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-29","8.50"," 0356"," 0433","0.00","22","27","17","    0","   10","  360","17.0","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-30","10.07"," 1426"," 2359","0.00","19","33","5","    0","  190","  190","19.9","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-01-31","12.53"," 0552"," 0424","0.16","33","35","30","    0","  190","  180","21.9","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-01","7.38"," 1529"," 1528","0.00","32","34","30","    0","  190","  190","13.0","15.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-02","10.07"," 2027"," 2024","0.00","36","39","33","    0","  100","  100","17.0","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-03","10.51"," 2220"," 2356","0.02","38","44","31","    0","  300","  300","23.9","29.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-04","18.57"," 0240"," 0149","0.00","20","31","9","    0","  290","  280","29.1","36.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-05","8.28"," 1412"," 2252","0.00","16","26","5","    0","  220","  210","15.0","17.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-06","9.40"," 1625"," 1627","0.00","23","32","13","    0","  320","  320","15.0","17.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-07","12.30"," 1643"," 1902","0.00","11","17","5","    0","  260","  260","19.9","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-08","15.66"," 1001"," 1000","0.00","20","31","8","    0","  250","  250","23.9","30.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-09","9.84"," 1231"," 0027","0.00","13","25","0","    0","  250","  300","17.9","23.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-10","12.08"," 1507"," 0852","0.00","17","28","5","    0","  330","  310","21.9","25.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-11","17.90"," 1812"," 1811","0.03","18","32","3","    0","  270","  270","38.0","53.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-12","15.66"," 1604"," 1603","0.00","11","20","2","    0","  280","  280","25.1","31.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-13","6.93"," 1602"," 1602","0.00","20","32","7","    0","  300","  300","17.0","21.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-14","9.62"," 2354"," 2353","0.00","22","35","9","    0","   70","   70","21.0","28.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-15","21.25"," 1533"," 0909","0.00","23","28","18","    0","   50","   50","29.1","36.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-16","17.90"," 1414"," 1411","0.00","22","27","17","    0","   30","   30","25.1","32.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-17","8.95"," 0000"," 2359","0.00","28","34","22","    0","   50","   50","19.9","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-18","13.20"," 1823"," 1920","0.00","31","38","24","    0","  190","  210","21.0","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-19","8.72"," 0513"," 0512","0.00","31","39","22","    0","  320","  320","16.1","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-20","10.51"," 1428"," 1713","0.00","34","49","19","    0","  220","  220","21.9","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-21","5.14"," 1611"," 1610","0.00","34","48","20","    0","  180","  180","13.0","16.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-22","18.34"," 1634"," 1834","0.00","27","33","20","    0","   20","   10","32.0","36.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-23","10.29"," 0057"," 0151","0.00","19","27","10",,"  360","  340","21.9","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-24","11.63"," 1539"," 1544","0.01","12","20","3",,"  290","  290","21.0","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-25","4.47"," 1718"," 1717","0.00","6","16","-5",,"  240","  240","12.1","14.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-26","4.03"," 1429"," 1455","0.00","17","30","4",,"  170","  190","12.1","14.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-27","4.70"," 1354"," 1352","0.00","20","34","6",,"   90","   90","13.0","16.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-02-28","1.79"," 1200"," 1159","0.00","26","40","11","    0","  180","  190","8.1","12.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-01","5.82"," 1715"," 1610","0.00","30","39","20","    0","  230","  220","13.0","15.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-02","10.51"," 0726"," 0724","0.00","19","31","7","    0","  330","  330","23.0","28.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-03","10.29"," 1559"," 1559","0.05","19","31","6","    0","  180","  180","21.0","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-04","8.95"," 2216"," 2215","0.10","23","34","12","    0","   20","   10","21.9","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-05","13.65"," 0330"," 0801","0.00","21","24","17","    0","   10","   10","21.0","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-06","8.72"," 2259"," 2258","0.00","18","28","8","    0","  170","  170","17.0","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-07","10.29"," 0308"," 0207","0.00","28","34","22","    0","  180","  170","17.9","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-08","10.07"," 1513"," 1452","0.05","26","40","11","    0","  360","   10","25.9","31.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-09","15.21"," 1514"," 2230","0.00","0","12","4","    0","  290","  280","25.1","29.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-10","8.95"," 1350"," 0304","0.00","10","18","1","    0","  280","  310","15.0","17.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-11","12.53"," 1243"," 1359","0.00","29","43","15","    0","  220","  200","25.9","32.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-12","8.72"," 1727"," 2200","0.00","36","46","25","    0","   60","   70","17.9","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-13","13.65"," 0809"," 0809","0.00","29","37","21","    0","   50","   40","25.9","31.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-14","8.95"," 1034"," 1019","0.00","37","53","20","    0","  190","  210","17.9","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-15","7.16"," 1522"," 1547","0.00","38","49","27","    0","  210","  210","14.1","15.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-16","7.38"," 1511"," 1511","0.00","50","66","34",,"  190","  190","16.1","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-17","6.04"," 2105"," 2105","0.00","0",,,"    0","   50","   50","14.1","16.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-18","15.43"," 2329"," 2343","0.00","43","49","37","    0","   60","   50","23.9","30.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-19","14.09"," 1843"," 1842","0.33","44","52","36","    0","  240","  230","28.0","36.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-20","5.82"," 0925"," 0924","0.08","55","63","46","    0","  160","  160","17.0","21.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-21","16.78"," 1329"," 1328","0.00","44","50","37","    0","  250","  250","30.0","36.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-22","10.29"," 0201"," 0200","0.00","42","47","37","    0","  270","  270","21.0","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-23","5.59"," 1309"," 1057","0.00","48","63","32","    0","  270","  240","13.0","17.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-24","11.41"," 1254"," 1431","0.07","57","75","39","    0","  230","  240","23.9","28.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-25","7.61"," 1559"," 1558","0.11","47","59","35","    0","  290","  290","17.0","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-26","6.93"," 1136"," 1137","0.01","46","62","29",,"  290","  290","25.1","30.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-27","12.97"," 1222"," 1221","0.01","54","67","41","    0","  180","  180","30.0","34.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-28","16.78"," 1807"," 1722","0.42","47","59","34","    0","  270","  260","23.9","30.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-29","11.18"," 0835"," 0834","0.00","32","38","25","    0","  330","  340","21.0","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-30","6.71"," 1635"," 1635","0.00","33","45","21","    0","  280","  280","19.9","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-03-31","8.95"," 1733"," 1822","0.04","40","56","23","    0","  210","  230","28.0","36.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-01","12.53"," 1434"," 1627","0.00","62","81","42","    0","  240","  250","23.0","29.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-02","10.07"," 1330"," 0852","0.00","57","78","35","    0","   80","  230","19.9","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-03","10.96"," 0859"," 0905","0.56","44","50","38","    0","   60","   60","17.9","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-04","15.21"," 1050"," 1049","0.62","36","39","32","    0","  100","  100","31.1","38.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-05","11.63"," 1130"," 1154","0.00","30","35","25","    0","  330","  320","21.0","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-06","14.76"," 1717"," 2330","0.00","35","40","29","    0","   60","   90","25.9","31.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-07","15.66"," 0230"," 0642","0.11","33","35","30","    0","   70","   70","25.9","31.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-08","12.53"," 1532"," 1550","0.00","29","32","26","    0","   30","   40","19.9","23.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-09","8.50"," 1120"," 1119","0.00","34","47","21","    0","   40","   40","16.1","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-10","2.91"," 1755"," 1233","0.00","42","62","22","    0","  100","   80","8.9","13.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-11","6.71"," 1541"," 1524","0.00","52","73","30","    0","   80","  360","19.9","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-12","10.29"," 1542"," 1542","0.00","43","57","29","    0","   70","   70","17.0","21.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-13","9.84"," 1007"," 1636","0.00","47","67","27","    0","  180","  160","17.9","21.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-14","15.66"," 1602"," 1357","0.00","64","85","42","    0","  220","  230","28.0","33.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-15","19.24"," 1650"," 1557","0.00","75","86","63","    0","  200","  220","29.1","36.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-16","15.21"," 2333"," 2332","0.00","53","65","41","    0","   60","   60","25.9","33.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-17","14.09"," 0045"," 0044","0.04","42","45","39","    0","   60","   60","25.1","31.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-18","9.62"," 1805"," 1803","0.00","45","50","39","    0","   70","   80","21.0","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-19","14.09"," 1450"," 1449","0.09","59","77","41","    0","  240","  240","38.0","48.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-20","17.00"," 0233"," 0204","0.04","58","67","49","    0","  190","  190","28.0","36.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-21","14.54"," 2159"," 2313","0.02","47","50","43","    0","   10","  360","23.9","30.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-22","10.96"," 0115"," 0111","0.00","45","61","28","    0","   10","   10","21.0","25.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-23","6.26"," 1623"," 1548","0.00","44","62","25","    0","   90","  100","16.1","19.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-24","10.07"," 1012"," 1103","0.00","50","62","37","    0","  140","  150","17.9","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-25","13.20"," 1537"," 1514","0.00","50","63","37","    0","   40","   30","23.0","28.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-26","7.83"," 1031"," 1038","0.00","46","61","31","    0","   90","   90","15.0","17.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-27","9.40"," 1302"," 1413","0.00","56","75","36","    0","  230","  210","21.9","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-28","6.71"," 1535"," 1535","0.00","62","76","48","    0","  310","  310","17.9","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-29","7.83"," 1430"," 1955","0.06","56","70","41","    0","   60","   60","15.0","16.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-04-30","8.72"," 2228"," 2228","2.12","57","69","45","    0","  290","  300","29.1","36.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-01","9.62"," 0243"," 0245","0.97","51","55","46","    0","  160","  180","21.9","25.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-02","12.97"," 1401"," 0239","0.00","45","59","31",,"   40","   30","19.9","23.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-03","8.72"," 1217"," 1217","0.00","46","59","32","    0","   90","   80","17.0","21.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-04","11.86"," 1712"," 1756","1.22","47","58","35","    0","  140","  120","25.1","34.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-05","13.65"," 1605"," 1604","0.01","59","68","50","    0","  280","  270","25.9","33.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-06","7.61"," 2314"," 2306","0.13","59","72","45","    0","   70","   70","17.0","21.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-07","12.08"," 1655"," 0632","0.02","57","66","48","    0","   10","   80","19.9","23.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-08","8.28"," 2235"," 2236","0.33","56","62","49","    0","   60","   60","21.9","25.1",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-09","10.96"," 2222"," 2222","1.15","70","83","56","    0","  270","  270","25.1","34.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-10","8.72"," 2052"," 2055","0.23","67","77","56","    0","  200","  190","32.0","40.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-11","28.86"," 1231"," 1230","0.07","58","68","48","    0","  260","  270","42.9","53.9",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-12","16.33"," 0833"," 0832","0.00","57","66","48","    0","  310","  330","29.1","36.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-13","9.40"," 1201"," 1120","0.00","61","73","49","    0","  320","  300","17.9","23.0",,,,,,,
"USW00094892","CHICAGO WEST CHICAGO DUPAGE AIRPORT, IL US","2003-05-14","8.95"," 1255"," 1303","0.25","52","58","46","    0","  100","  110","21.9","25.9",,,,,,,
